IDStations,Latitude,Longitude,Time,Altitude,AQ_pm10,AQ_pm25,AQ_co,AQ_nh3,AQ_nox,AQ_no2,AQ_so2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_mode_wind_direction_10m,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_mode_wind_direction_100m,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LI_pigs_v2,LI_bovine_v2,LA_hvi,LA_lvi,LA_land_use,LA_soil_use
STA-CH0033A,46.1603,8.93394,2020-06-08,203,5.194,2.552,NA,NA,9.977,6.871,0.8531,11.48,0.6926,1.245,S,0.01029,1,89940,13990000,63.08,77.97,93.58,2.238,3.667,S,892.8,74.41,3.915,0.8833,6.572e-4,5.078,1.593,2.598,0.8849,NA,NA,NA,NA,4.346,2.937,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-09,203,4.154,2.172,NA,NA,6.551,5.1,0.5458,11.84,0.6631,1.268,S,0.007442,1,90080,17820000,68.77,82.57,92.28,1.634,2.739,S,1296,26.32,3.938,0.8648,8.23e-4,5.083,1.598,2.614,0.8835,NA,NA,NA,NA,4.358,2.942,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-10,203,5.351,2.43,NA,NA,6.959,5.275,0.3381,11.54,0.5743,0.8579,S,0.008345,1,90070,12680000,67.67,85.64,97.21,1.501,2.353,S,947.1,58.57,3.96,0.8487,0.001002,5.089,1.604,2.632,0.8824,NA,NA,NA,NA,4.37,2.947,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-11,203,4.863,2.873,NA,NA,5.336,4.256,0.1452,10.95,0.466,0.9104,N,0.007981,1,90100,8967000,82.73,91.09,97.95,1.202,2.244,N,777.8,41.18,3.983,0.8347,0.001193,5.097,1.61,2.651,0.8817,NA,NA,NA,NA,4.381,2.951,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-12,203,7.572,5.243,NA,NA,6.376,4.969,0.06444,12.38,0.6404,1.305,N,0.002906,1,90390,14770000,68.06,84.09,95.98,1.723,3.831,N,894.1,36.68,4.005,0.8227,0.001394,5.107,1.616,2.67,0.8812,NA,NA,NA,NA,4.393,2.956,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-13,203,9.161,5.5,NA,NA,5.588,4.154,0.2608,14.07,0.7729,1.626,S,0.001896,1,90360,19000000,51.71,77.23,95.35,1.517,3.427,S,1200,17.58,4.028,0.8125,0.001603,5.118,1.623,2.691,0.881,NA,NA,NA,NA,4.405,2.96,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-14,203,7.404,4.178,NA,NA,3.936,2.824,0.1646,15.55,1.293,1.768,S,0.001265,0,90310,16950000,47.06,67.32,88.61,3.368,4.413,S,1526,97.41,4.049,0.8038,0.001817,5.131,1.629,2.711,0.8809,NA,NA,NA,NA,4.417,2.965,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-15,203,5.455,2.131,NA,NA,5.444,4.184,0.2411,16.51,0.86240000000000006,1.433,S,1.662e-4,0,90510,16030000,45.92,60.41,80.13,2.391,4.061,S,1555,95.64,4.071,0.7965,0.002035,5.144,1.636,2.732,0.8811,NA,NA,NA,NA,4.429,2.97,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-16,203,8.818,3.392,NA,NA,9.163,7.178,0.3547,15.65,0.6444,1.246,S,0.005058,1,90450,19040000,53.82,72.86,91.3,1.217,2.596,S,1365,19.43,4.091,0.7905,0.002256,5.158,1.643,2.754,0.8814,NA,NA,NA,NA,4.435,2.972,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-17,203,6.212,2.745,NA,NA,9.042,7.455,0.5794,13.34,0.4908,0.7496,S,0.01192,1,90230,12690000,75.27,88.06,97.73,0.9943,2.445,SW,812.7,23.1,4.111,0.7855,0.002476,5.172,1.649,2.775,0.8819,NA,NA,NA,NA,4.441,2.974,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-18,203,6.295,2.451,NA,NA,6.89,4.99,0.9688,13.9,0.8049,1.363,S,0.003981,1,90360,19710000,53.41,74.65,90.71,1.857,3.17,S,1353,52.34,4.13,0.7813,0.002694,5.186,1.656,2.795,0.8824,NA,NA,NA,NA,4.447,2.977,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-19,203,5.519,2.234,NA,NA,7.017,5.001,0.5506,14.44,0.7774,1.16,S,0.002357,0,90620,19900000,52.77,67.63,93.96,2.442,3.58,S,1293,30.07,4.148,0.7778,0.002909,5.199,1.663,2.816,0.8829,NA,NA,NA,NA,4.453,2.979,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-20,203,3.495,1.835,NA,NA,4.368,3.346,0.5082,15.89,0.8721,1.418,S,8.229e-5,0,90830,22420000,39.51,60.59,84.09,2.33,3.998,S,1911,73.42,4.165,0.7747,0.003118,5.212,1.669,2.835,0.8835,NA,NA,NA,NA,4.459,2.982,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-21,203,4.289,1.995,NA,NA,2.65,1.821,0.4993,17.02,1.521,1.79,S,1.897e-7,0,90850,23370000,36.84,55.17,82.87,4.075,4.581,S,1936,163.8,4.181,0.772,0.00332,5.225,1.675,2.854,0.884,NA,NA,NA,NA,4.465,2.984,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-22,203,6.909,2.723,NA,NA,4.33,3.183,0.4372,18.62,1.252,1.607,S,1.897e-6,0,91050,21840000,40.45,54.64,74.77,3.316,4.438,S,1840,52.26,4.195,0.7693,0.003511,5.236,1.681,2.872,0.8844,NA,NA,NA,NA,4.471,2.986,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-23,203,9.186,4.319,NA,NA,8.034,6.488,0.6004,19.07,0.94,1.546,S,1.897e-7,0,91120,25050000,42.88,62.44,90.87,1.704,2.961,S,1631,14.15,4.208,0.7665,0.003692,5.245,1.687,2.889,0.8848,NA,NA,NA,NA,4.477,2.989,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-24,203,14.18,8.615,NA,NA,12.24,9.843,0.9532,18.47,0.7924,1.39,S,0.003535,0,91110,20820000,58.67,75.99,94.99,0.9838,2.218,N,1197,12.6,4.219,0.7635,0.003858,5.253,1.692,2.904,0.885,NA,NA,NA,NA,4.483,2.991,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-25,203,17.08,11.73,NA,NA,10.36,8.616,0.3861,16.47,0.7926,1.513,N,0.008985,1,90980,16200000,76.93,87.4,97.68,1.293,2.353,N,1214,13.71,4.228,0.76,0.00401,5.259,1.697,2.917,0.8851,NA,NA,NA,NA,4.489,2.993,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-26,203,14.75,10.99,NA,NA,7.145,5.798,0.1896,16.61,0.57,0.9734,N,0.002963,1,90930,12140000,80.06,89.71,98.07,1.196,2.694,N,1004,14.75,4.236,0.7558,0.004144,5.262,1.701,2.929,0.8849,NA,NA,NA,NA,4.495,2.996,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-27,203,15.77,10.42,NA,NA,6.732,5.169,0.4196,17.38,0.7186,1.093,S,0.001821,1,90900,16310000,65.17,83.03,96.34,1.356,2.576,S,1127,24.72,4.242,0.7508,0.004259,5.263,1.704,2.939,0.8846,NA,NA,NA,NA,4.501,2.998,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-28,203,15.07,10.66,NA,NA,7.175,5.604,0.3359,18.42,0.769,1.259,S,6.446e-4,0,90830,18170000,57.18,74.21,98.28,1.488,2.712,S,1149,27.03,4.246,0.7447,0.004352,5.261,1.708,2.946,0.8839,NA,NA,NA,NA,4.507,3.001,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-29,203,12.61,9.036,NA,NA,6.496,5.014,0.5138,19.3,0.662,1.022,S,0.001051,0,90430,17340000,51.97,73.87,89.95,1.08,2.014,S,1285,16.79,4.247,0.7375,0.004423,5.256,1.71,2.952,0.883,NA,NA,NA,NA,4.513,3.003,211,NA
STA-CH0033A,46.1603,8.93394,2020-06-30,203,12.41,8.098,NA,NA,8.747,6.647,0.7091,17.97,0.4932,0.8109,S,0.003767,1,90510,8257000,79.86,84.2,91.25,1.344,2.382,N,854.9,13.84,4.247,0.7289,0.004468,5.247,1.712,2.954,0.8817,NA,NA,NA,NA,4.519,3.005,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-01,203,16.53,12.65,NA,NA,10.44,8.358,0.2393,18.54,0.6269,1.047,S,0.006101,1,90530,16210000,71.88,85.02,99.11,1.424,2.924,S,1388,18.62,4.244,0.7186,0.004487,5.235,1.713,2.954,0.88,NA,NA,NA,NA,4.525,3.008,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-02,203,9.945,5.495,NA,NA,6.573,4.504,0.5053,18.97,0.7945,1.37,S,0.001734,0,90420,20460000,52.92,74.88,99.59,1.98,3.347,S,1572,45.87,4.238,0.7076,0.004479,5.218,1.713,2.952,0.8779,NA,NA,NA,NA,4.531,3.01,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-03,203,6.393,2.84,NA,NA,9.006,6.817,0.2835,17.94,0.7907,1.456,S,0.005038,0,90590,15220000,50.67,67.58,84.96,2.275,3.411,S,1473,93.11,4.228,0.6967,0.00445,5.199,1.712,2.946,0.8753,NA,NA,NA,NA,4.537,3.012,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-04,203,7.345,3.453,NA,NA,6.473,5.073,0.5926,18.82,0.7264,1.447,S,7.749e-6,0,90960,21560000,53.09,65.3,80.88,1.66,2.894,N,1387,21.55,4.216,0.6859,0.0044,5.176,1.711,2.938,0.8722,NA,NA,NA,NA,4.543,3.015,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-05,203,8.322,5.203,NA,NA,6.694,5.366,0.2478,19.46,0.8801,1.491,N,1.993e-6,0,90910,22910000,50.99,72.59,96.19,1.679,2.755,S,1283,13.33,4.201,0.6752,0.004331,5.151,1.71,2.928,0.8687,NA,NA,NA,NA,4.55,3.017,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-06,203,14.09,6.831,NA,NA,7.325,5.587,0.5641,20.05,1.141,2.343,S,4.78e-4,0,90450,19300000,48.96,66.1,92.18,2.753,6.156,S,1578,15.73,4.184,0.6647,0.004243,5.123,1.708,2.915,0.8648,NA,NA,NA,NA,4.556,3.02,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-07,203,14.95,4.919,NA,NA,4.814,3.846,0.2985,15.54,1.072,2.113,N,1.59e-5,0,90790,17760000,54.92,64.34,77.18,2.592,5.924,N,1362,41.2,4.164,0.6542,0.004139,5.092,1.705,2.901,0.8606,NA,NA,NA,NA,4.562,3.022,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-08,203,18.73,7.096,NA,NA,7.767,6.333,0.5957,17.48,0.7363,1.597,N,2.104e-4,0,90920,20580000,58.89,72.27,84.36,1.307,2.577,NW,1362,12.14,4.142,0.6439,0.00402,5.059,1.702,2.885,0.8561,NA,NA,NA,NA,4.568,3.024,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-09,203,16.02,9.975,NA,NA,9.792,8.181,1.203,19.3,0.8632,1.568,N,2.788e-6,0,90940,23210000,55.8,69.88,88.34,1.368,2.61,N,1226,12.37,4.118,0.6337,0.003886,5.024,1.699,2.867,0.8513,NA,NA,NA,NA,4.574,3.027,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-10,203,18.43,12.9,NA,NA,10.7,9.139,0.4614,19.14,0.779,1.297,S,0.002668,0,90790,18880000,60.64,76.88,94.38,1.444,3.48,N,1113,15.39,4.092,0.6235,0.003741,4.987,1.695,2.848,0.8464,NA,NA,NA,NA,4.58,3.029,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-11,203,8.28,4.837,NA,NA,6.963,5.368,0.2537,18.22,1.072,1.537,S,0.002837,0,90760,16070000,43.79,67.33,96.38,2.648,4.054,S,1521,44.03,4.064,0.6135,0.003584,4.948,1.691,2.827,0.8412,NA,NA,NA,NA,4.586,3.031,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-12,203,5.308,3.328,NA,NA,4.172,3.203,0.4601,16.56,0.8987,1.457,N,0.001017,0,91230,18470000,51.76,66.2,84.04,1.819,2.81,N,1427,22.89,4.036,0.6035,0.003417,4.909,1.686,2.806,0.8359,NA,NA,NA,NA,4.592,3.034,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-13,203,8.301,4.932,NA,NA,6.834,5.752,0.4088,15.2,0.5936,1.008,N,0.006509,1,91160,10260000,72.96,82.85,92.35,1.513,2.394,N,881.3,23.28,4.006,0.5936,0.003242,4.868,1.682,2.783,0.8305,NA,NA,NA,NA,4.598,3.036,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-14,203,10.39,8.075,NA,NA,9.529,8.005,0.2261,14.69,0.4237,0.9561,N,0.009193,1,90760,11260000,71.12,83.5,93.02,0.9267,1.755,NW,1065,15.37,3.975,0.5839,0.00306,4.826,1.677,2.76,0.8251,NA,NA,NA,NA,4.604,3.038,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-15,203,9.754,6.946,NA,NA,14.82,10.69,0.448,14.68,0.6102,1.062,S,0.007365,1,90590,14440000,64.96,86.15,99.04,1.007,2.6,N,1043,20.26,3.943,0.5742,0.002873,4.783,1.672,2.737,0.8196,NA,NA,NA,NA,4.61,3.041,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-16,203,10.58,6.997,NA,NA,9.974,7.69,0.4762,17.57,0.5416,0.9352,S,4.818e-4,0,90620,17910000,57.55,73.44,88.36,1.534,2.549,S,1261,48.76,3.911,0.5646,0.002681,4.74,1.667,2.713,0.8142,NA,NA,NA,NA,4.601,3.038,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-17,203,7.463,4.027,NA,NA,7.135,5.626,0.304,18.65,0.7246,1.084,S,7.661e-4,0,90590,17450000,43.43,60.43,73.36,2.128,2.978,S,1976,138.2,3.878,0.555,0.002486,4.696,1.661,2.688,0.8088,NA,NA,NA,NA,4.592,3.035,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-18,203,7.374,4.228,NA,NA,7.281,5.806,0.2969,17.48,0.6003,1.555,N,7.954e-4,0,90720,17890000,55.34,68.02,86.46,1.286,2.613,N,1658,27.41,3.845,0.5455,0.00229,4.653,1.656,2.664,0.8035,NA,NA,NA,NA,4.583,3.031,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-19,203,7.803,5.133,NA,NA,7.463,6.145,0.4374,17.74,0.7592,1.402,S,0.002242,0,90780,20520000,57.55,73.02,87.7,1.032,2.223,NW,1184,12.19,3.813,0.5361,0.002094,4.61,1.651,2.641,0.7984,NA,NA,NA,NA,4.574,3.028,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-20,203,11.84,7.815,NA,NA,9.337,7.772,0.3425,18.84,0.7547,1.204,N,2.586e-4,0,90950,21950000,54.25,71.1,93.92,1.513,2.157,N,1316,13.3,3.78,0.5268,0.001899,4.567,1.646,2.617,0.7934,NA,NA,NA,NA,4.565,3.025,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-21,203,14.5,9.936,NA,NA,10.42,8.572,0.6528,19.65,0.7258,1.208,S,8.858e-4,0,91170,18780000,56.19,72.8,90.36,0.9908,2.073,SW,1109,16.73,3.748,0.5175,0.001707,4.524,1.641,2.594,0.7887,NA,NA,NA,NA,4.556,3.022,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-22,203,9.502,6.642,NA,NA,8.48,6.334,0.2673,19.87,0.7586,1.223,S,0.001623,0,91000,18410000,50.91,71.58,93.14,1.524,2.634,S,1585,17.29,3.717,0.5083,0.001518,4.483,1.636,2.572,0.7842,NA,NA,NA,NA,4.547,3.018,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-23,203,10.25,6.146,NA,NA,9.343,6.983,0.4722,19.91,0.7309,1.25,S,3.53e-4,0,90640,19710000,44.68,65.22,96.68,1.483,3.238,NW,1960,14.73,3.686,0.4992,0.001336,4.442,1.631,2.551,0.7801,NA,NA,NA,NA,4.538,3.015,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-24,203,7.766,5.148,NA,NA,12.15,9.359,0.2381,17.68,0.5157,0.979,S,0.007108,0,90440,14290000,58.62,71.42,90.47,1.435,3.388,S,1090,28.6,3.657,0.4901,0.00116,4.403,1.626,2.53,0.7763,NA,NA,NA,NA,4.53,3.012,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-25,203,6.672,3.476,NA,NA,10.72,8.289,0.4539,18.55,0.8365,1.392,S,2.909e-5,0,90600,20700000,45.8,60.1,82.78,1.837,3.281,S,1623,20.52,3.629,0.481,9.917e-4,4.366,1.622,2.512,0.7728,NA,NA,NA,NA,4.521,3.009,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-26,203,7.875,5.231,NA,NA,8.971,7.537,0.79990000000000006,19.32,0.6602,1.081,S,3.446e-4,0,90710,18660000,52.1,64.53,83.71,1.254,2.778,N,1446,16.99,3.602,0.472,8.334e-4,4.33,1.617,2.494,0.7698,NA,NA,NA,NA,4.512,3.006,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-27,203,12.51,8.793,NA,NA,12.1,9.644,1.1,18.27,0.7026,1.055,S,9.368e-4,1,91020,13090000,64.92,79.4,94.1,1.241,2.708,N,1122,13.15,3.577,0.463,6.86e-4,4.295,1.614,2.478,0.7673,NA,NA,NA,NA,4.503,3.002,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-28,203,14.43,10.97,NA,NA,9.722,7.715,0.5685,20.34,0.8615,1.309,S,1.717e-4,0,90880,19480000,56.7,74.67,97.7,1.315,2.999,N,1178,12.01,3.554,0.4541,5.509e-4,4.264,1.61,2.464,0.7652,NA,NA,NA,NA,4.494,2.999,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-29,203,15.04,11.56,NA,NA,9.27,7.296,0.7802,21.83,0.7516,1.443,S,0.001046,0,90870,18270000,56.61,74.75,88.7,1.272,2.471,N,1243,13.79,3.533,0.4452,4.295e-4,4.234,1.607,2.452,0.7637,NA,NA,NA,NA,4.485,2.996,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-30,203,24.07,17.04,NA,NA,12.04,9.985,1.032,22.43,0.6824,1.387,S,9.46e-4,0,91090,19390000,56.22,73.98,90.48,1.093,2.726,E,1465,13.98,3.514,0.4363,3.231e-4,4.207,1.605,2.443,0.7628,NA,NA,NA,NA,4.476,2.993,211,NA
STA-CH0033A,46.1603,8.93394,2020-07-31,203,14.49,9.611,NA,NA,9.155,7.532,1.763,23.43,0.7108,1.137,S,0.001199,0,90960,20080000,42.24,66.74,98.76,1.405,2.348,S,1875,13.44,3.498,0.4275,2.332e-4,4.183,1.602,2.435,0.7625,NA,NA,NA,NA,4.467,2.989,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-01,203,15.53,11.57,NA,NA,10.1,8.691,0.6038,23.81,0.7928,1.452,S,0.00148,0,90740,19740000,39.27,62.24,84.01,1.373,2.801,S,1474,15.39,3.484,0.4187,1.611e-4,4.162,1.601,2.43,0.7629,NA,NA,NA,NA,4.458,2.986,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-02,203,11.42,8.838,NA,NA,7.702,6.407,0.3054,20.87,0.6962,1.255,S,0.004978,1,90450,15860000,49.34,70.82,92.99,1.738,3.202,S,1893,32.86,3.473,0.4099,1.031e-4,4.143,1.6,2.428,0.764,NA,NA,NA,NA,4.449,2.983,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-03,203,5.392,2.925,NA,NA,7.672,6.14,0.2323,16.07,1.053,1.759,S,0.006603,1,89980,9283000,62.34,72.98,91.18,2.792,5.122,S,1174,85.07,3.465,0.401,5.448e-5,4.127,1.599,2.426,0.7659,NA,NA,NA,NA,4.44,2.98,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-04,203,3.11,1.483,NA,NA,2.823,2.126,0.2517,14.04,1.741,2.219,S,0.003189,0,90070,16300000,42.31,65.3,91.22,4.953,5.935,S,1692,300.2,3.458,0.392,1.465e-5,4.112,1.598,2.426,0.7686,NA,NA,NA,NA,4.431,2.977,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-05,203,5.398,2.518,NA,NA,6.531,5.511,0.6108,16.93,1.006,1.65,N,0,0,90620,23080000,40.65,55.77,75.18,2.219,4.217,S,1478,13.59,3.453,0.3831,0,4.1,1.598,2.428,0.7721,NA,NA,NA,NA,4.423,2.973,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-06,203,6.891,3.663,NA,NA,10.15,8.643,0.7478,18.76,0.8516,1.456,N,1.707e-6,0,90970,22220000,48.17,66.13,96.78,1.461,2.456,N,1346,12.18,3.45,0.3741,0,4.089,1.597,2.43,0.7763,NA,NA,NA,NA,4.414,2.97,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-07,203,9.931,6.025,NA,NA,10.1,8.542,0.6464,20.09,0.8603,1.495,N,7.803e-5,0,91200,19770000,51.19,70.05,91.53,1.52,2.519,N,1364,14.36,3.449,0.365,0,4.079,1.597,2.434,0.7812,NA,NA,NA,NA,4.405,2.967,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-08,203,13.68,9.781,NA,NA,10.71,9.27,0.8165,21.14,0.8042,1.512,S,2.404e-4,0,91220,19590000,49.96,69.7,90.02,1.418,2.371,N,1445,11.93,3.449,0.356,0,4.072,1.597,2.439,0.7867,NA,NA,NA,NA,4.396,2.964,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-09,203,14.18,11.04,NA,NA,8.247,7.132,0.5298,21.95,0.8079,1.465,S,4.25e-4,0,91010,20840000,44.55,65.24,89.67,1.524,3.032,N,1598,11.33,3.45,0.347,0,4.065,1.598,2.445,0.7929,NA,NA,NA,NA,4.387,2.961,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-10,203,14.94,10.69,NA,NA,9.785,8.4,0.6662,21.11,0.745,1.133,S,0.001859,0,90890,17140000,50.61,71.6,89.45,1.18,2.315,N,1380,13.64,3.452,0.338,0,4.06,1.598,2.451,0.7996,NA,NA,NA,NA,4.378,2.957,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-11,203,13.28,9.303,NA,NA,9.104,7.323,0.5102,20.88,0.7927,1.267,S,7.851e-4,0,90930,17250000,45.26,70.78,99.17,1.711,3.146,N,1908,13.72,3.456,0.3291,0,4.055,1.599,2.459,0.8069,NA,NA,NA,NA,4.369,2.954,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-12,203,21.62,16.36,NA,NA,10.44,9.079,0.3005,20.35,0.7359,1.347,S,0.004875,0,90980,15910000,61.71,79.08,92.76,1.182,2.202,N,1194,11.57,3.46,0.3202,0,4.052,1.6,2.468,0.8148,NA,NA,NA,NA,4.36,2.951,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-13,203,13.96,9.412,NA,NA,8.053,6.647,0.2553,18.96,0.6636,1.214,S,0.008105,1,90870,15390000,66.22,82.3,98.78,1.107,2.482,N,1355,13.08,3.465,0.3114,0,4.049,1.6,2.478,0.8232,NA,NA,NA,NA,4.351,2.948,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-14,203,10.17,6.24,NA,NA,7.908,6.503,0.3005,19.29,0.5813,1.13,S,0.002364,0,90610,16430000,46.62,75.1,96.99,1.345,2.557,S,1284,22.19,3.471,0.3027,0,4.047,1.602,2.488,0.832,NA,NA,NA,NA,4.342,2.944,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-15,203,9.369,6.302,NA,NA,8.841,6.789,0.4601,19.84,0.8253,1.332,N,2.529e-4,0,90570,18450000,49.04,70.7,98.43,1.805,2.562,N,1451,12.85,3.477,0.294,2.61e-5,4.046,1.603,2.499,0.8413,NA,NA,NA,NA,4.333,2.941,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-16,203,10.47,7.636,NA,NA,7.934,6.856,0.1351,18.79,0.5915,1.033,N,0.003423,1,90520,12920000,64.92,78.95,91.18,1.216,2.679,N,1130,18.13,3.483,0.2855,5.594e-5,4.044,1.604,2.511,0.851,NA,NA,NA,NA,4.318,2.936,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-17,203,7.959,5.547,NA,NA,7.576,6.363,0.18,17.61,0.571,1.016,S,0.008566,1,90410,13100000,65.64,81.4,96.63,1.24,3.436,S,1101,19.75,3.489,0.277,8.857e-5,4.044,1.605,2.523,0.8611,NA,NA,NA,NA,4.303,2.93,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-18,203,7.576,4.384,NA,NA,6.145,4.593,0.4232,18.79,0.7499,1.265,S,9.064e-4,0,90360,18410000,39.4,63.09,87.13,1.875,3.787,S,1528,28.82,3.495,0.2687,1.235e-4,4.043,1.607,2.536,0.8716,NA,NA,NA,NA,4.288,2.925,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-19,203,8.684,5.344,NA,NA,8.43,6.529,0.2229,18.71,0.8212,1.515,S,6.097e-4,0,90420,18290000,49.35,64.83,83.26,1.572,2.915,S,1483,15.87,3.501,0.2606,1.603e-4,4.042,1.608,2.549,0.8824,NA,NA,NA,NA,4.273,2.92,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-20,203,14.29,9.567,NA,NA,9.721,7.744,0.3913,20.09,0.8163,1.408,S,6.699e-4,0,90680,16560000,54.81,70.27,91.59,1.449,2.885,N,1197,15.32,3.507,0.2526,1.985e-4,4.041,1.61,2.563,0.8935,NA,NA,NA,NA,4.258,2.914,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-21,203,17.72,12.31,NA,NA,9.939,8.136,0.3845,20.87,0.7684,1.227,S,4.114e-5,0,90970,15510000,55.15,73.16,96.03,1.295,2.898,N,1219,14.79,3.512,0.2448,2.377e-4,4.04,1.612,2.577,0.9048,NA,NA,NA,NA,4.243,2.909,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-22,203,14.32,10.31,NA,NA,9.181,7.682,0.2151,20.55,0.7988,1.468,S,3.262e-4,0,90860,12170000,54,72.12,97.61,1.488,3.575,S,1200,13.99,3.516,0.2371,2.773e-4,4.039,1.613,2.591,0.9164,NA,NA,NA,NA,4.228,2.903,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-23,203,6.791,4.38,NA,NA,4.525,3.614,0.2534,19.75,0.8817,1.328,S,5.188e-4,0,90710,13140000,46.61,60.57,78.72,2.02,3.386,S,1533,212.3,3.52,0.2297,3.169e-4,4.037,1.615,2.605,0.9282,NA,NA,NA,NA,4.213,2.898,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-24,203,7.534,4.603,NA,NA,7.66,6.126,0.3337,17.67,0.662,1.079,S,0.001407,0,90660,12350000,48.67,62.76,74.5,1.582,2.82,S,1392,93.51,3.522,0.2224,3.56e-4,4.034,1.617,2.62,0.9401,NA,NA,NA,NA,4.198,2.892,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-25,203,9.383,5.662,NA,NA,7.247,5.804,0.4723,16.64,0.8488,1.287,S,8.881e-5,0,90770,14780000,50.83,69.21,94.25,1.672,2.725,N,1379,15.85,3.524,0.2154,3.942e-4,4.031,1.619,2.635,0.9522,NA,NA,NA,NA,4.183,2.887,211,NA
STA-CH0033A,46.1603,8.93394,2020-08-26,203,14.3,8.805,NA,NA,9.483,8.033,0.5372,19.28,0.8351,1.419,S,7.113e-6,0,90740,17670000,47.78,70.45,97.4,1.324,2.521,NW,1258,18.99,3.524,0.2086,4.31e-4,4.027,1.621,2.649,0.9645,NA,NA,NA,NA,4.168,2.881,211,NA
